docid	author	authordate	inferreddate	latestcomp	datetype	startdate	enddate	imprintdate	genres	subjects	locnum	oclc	recordid	instances	allcopiesofwork	copiesin25yrs	enumcron	volnum	title	parttitle	earlyedition	shorttitle
mdp.39015047597664	Allingham, Margery	1904-1966.	1930.0	1930.0	s	1930	    	1930		Fiction in English, 1900- Texts	PZ3.A4372Mys2	4865370.0	381647	1	3.0	2.0			Mystery Mile, | $c: by Margery Allingham.		True	Mystery Mile
mdp.39015033520373	Aldington, Richard	1892-1962.	1930.0	1930.0	s	1930	    	1930		World War, 1914-1918	PZ3.A3632At	3456840.0	382870	2	2.0	2.0			At all costs, | $c: by Richard Aldington.		True	At all costs
mdp.39015015402541	Fisher, Dorothy Canfield	1879-1958.	1930.0	1930.0	s	1930	    	1930			PZ3.F53De	899917.0	388813	2	3.0	3.0			The deepening stream | $c: [by] Dorothy Canfield.		True	The deepening stream
mdp.39015003929752	Gibbs, Philip	1877-1962.	1930.0	1930.0	s	1930	    	1930			PZ3.G354Hi2	3959128.0	391161	1	2.0	2.0			The hidden city, | $c: by Philip Gibbs.		True	The hidden city
mdp.39015003931790	Golding, Louis	1895-1958.	1930.0	1930.0	s	1930	    	1930			PR6013.O3A7 1930	4541488.0	391846	1	1.0	1.0			Adventures in living dangerously, | $c: by Louis Golding.		True	Adventures in living dangerously
mdp.39015003686139	Fraser, Ronald	1888-1974.	1930.0	1930.0	r	1930	    	1930			PZ3.F8646Ro	6952273.0	392523	1	1.0	1.0			Rose Anstey.		True	Rose Anstey
mdp.39015053533199	Fredenburgh, Theodore	1897-1975.	1930.0	1930.0	s	1930	    	1930		World War, 1914-1918	PZ3.F8724So	1804065.0	392629	1	1.0	1.0			Soldiers march! / | $c: By Theordore Fredenburgh.		True	Soldiers march!
mdp.39015031237020	Green, Anne	1899-	1930.0	1930.0	s	1930	    	1930			PZ3.G8179Se	1702389.0	393775	2	2.0	2.0			The Selbys, | $c: by Anne Green.		True	The Selbys
mdp.39015003686816	Freeman, R. Austin (Richard Austin)	1862-1943.	1930.0	1930.0	s	1930	    	1930			PZ3.F8806Mys 2	8085145.0	394625	1	1.0	1.0			The mystery of 31, New inn, | $c: by R. Austin Freeman.		True	The mystery of 31, New inn
mdp.39015011236851	Löhrke, Eugene William	1897-	1930.0	1930.0	s	1930	    	1930	Bibliographies	World War, 1914-1918|Literature and the war	D509.L6	396240.0	398558	2	2.0	2.0			Armageddon; | the world war in literature, | $c: edited by Eugene Löhrke.		True	Armageddon; the world war in literature
mdp.39015063623147	Thomas, Lowell	1892-1981.	1930.0	1930.0	s	1930	    	1930		Personal narratives, German|Lauterbach, Julius|Emden (Cruiser)|Naval operations|World War, 1914-1918	D581.L32T5	398407.0	403767	2	3.0	3.0			Lauterbach of the China sea; | the escapes and adventures of a seagoing Falstaff, | $c: by Lowell Thomas ...		True	Lauterbach of the China sea; the escapes and adventures of a seagoing Falstaff
mdp.39015005332708	Barnes, Margaret Ayer	1886-1967.	1930.0	1930.0	s	1930	    	1930				280029.0	426051	2	4.0	2.0			Years of grace.		True	Years of grace
mdp.39015030848843	Bailey, H. C. (Henry Christopher)	1878-	1930.0	1930.0	s	1930	    	1930			PZ3.B152Gao	1817397.0	426124	1	1.0	1.0			The Garston murder case ...		True	The Garston murder case
mdp.39015004061456	Bedford-Jones, H. (Henry)	1887-1949.	1930.0	1930.0	s	1930	    	1930		Cyrano de Bergerac|1619-1655	PZ3.B393Cy	1074090.0	429176	1	1.0	1.0			Cyrano, | $c: byH. Bedford-Jones.		True	Cyrano
mdp.39015003681882	Galsworthy, John	1867-1933.	1930.0	1930.0	s	1930	    	1930			PZ3.G139On	705857.0	432189	1	2.0	2.0			On Forsyte 'change, | $c: by John Galsworthy.		True	On Forsyte 'change
mdp.39015003682252	Gale, Zona	1874-1938.	1930.0	1930.0	s	1930	    	1930			PZ3.G1319Br	1130860.0	432692	2	2.0	2.0			Bridal pond, | $c: by Zona Gale.		True	Bridal pond
mdp.39015011492124	Herbert, A. P. Sir, (Alan Patrick)	1890-1971.	1930.0	1930.0	s	1930	    	1930			PZ3.H4142To	5123841.0	436676	1	1.0	1.0			Topsy, | $c: by A. P. Herbert.		True	Topsy
mdp.39015040797162	Herbert, A. P. Sir, (Alan Patrick)	1890-1971.	1930.0	1930.0	s	1930	    	1930			PZ3.H4142Wat2	1732513.0	436688	1	3.0	3.0			The water gipsies | $c: [by] A. P. Herbert.		True	The water gipsies
uc1.b3688273	Hergesheimer, Joseph	1880-1954.	1930.0	1930.0	s	1930	    	1930			PZ3.H422Par	713228.0	437253	3	3.0	3.0			The party dress | $c: [by] Joseph Hergesheimer.		True	The party dress
mdp.39015050675688	Ketchum, Alton		1930.0	1930.0	s	1930	    	1930		Voyages around the world	G440.K545	1853826.0	437882	1	1.0	1.0			Follow the sun, | $c: by Alton Ketchum.		True	Follow the sun
mdp.39015031230306	Baldwin, Faith	1893-1978.	1930.0	1930.0	s	1930	    	1930				33884341.0	439505	1	1.0	1.0			Make-believe, | $c: by Faith Baldwin.		True	Make-believe
uc1.$b236158	Davies, Rhys	1901-1978.	1930.0	1930.0	s	1930	    	1930				2070515.0	439757	2	2.0	2.0			Rings on her fingers / | $c: Rhys Davies.		True	Rings on her fingers
mdp.39015063991247	Dwinger, Edwin Erich	1898-	1930.0	1930.0	s	1930	    	1930		Prisoners and prisons, Russian|World War, 1914-1918	D627.R8D83	4895205.0	444882	1	1.0	1.0			The army behind barbed wire, | a Siberian diary, | $c: by Edwin Erich Dwinger. Translated by Ian F. D. Morrow.		True	The army behind barbed wire, a Siberian diary
mdp.39015063935236	Maxwell, W. B. (William Babington)	1866-1938.	1930.0	1930.0	s	1930	    	1930			PZ3.M342To2	4361500.0	448958	1	1.0	1.0			To what green altar? | $c: By W. B. Maxwell.		True	To what green altar?
mdp.39015063919347	Harris, Muriel		1930.0	1930.0	s	1930	    	1930			PZ3.H2433Se	1097297.0	449246	1	1.0	1.0			The seventh gate, | $c: by Muriel Harris.		True	The seventh gate
mdp.39015063947553	Ostenso, Martha	1900-1963.	1930.0	1930.0	s	1930	    	1930			PZ3.O848Wat	1376862.0	449279	1	1.0	1.0			The waters under the earth.		True	The waters under the earth
mdp.39015012361948	Millen, Gilmore	b. 1897.	1930.0	1930.0	s	1930	    	1930			PZ3.M61195Sw	3624650.0	449900	2	2.0	2.0			Sweet man, | $c: by Gilmore Millen.		True	Sweet man
mdp.39015031224556	Benstead, C. R. (Charles Richard)	b. 1896.	1930.0	1930.0	s	1930	    	1930		World War, 1914-1918		962824.0	472228	2	2.0	2.0			Retreat, | a novel of 1918.		True	Retreat, a novel of 1918
mdp.39015038057728	Biggers, Earl Derr	1884-1933.	1930.0	1930.0	s	1930	    	1930			PZ3.B482Ce	1151725.0	473061	2	2.0	2.0			Charlie Chan carries on, | $c: by Earl Derr Biggers.		True	Charlie Chan carries on
mdp.39015030851714	Biggers, Earl Derr	1884-1933.	1930.0	1930.0	s	1930	    	1930				65518364.0	473215	1	1.0	1.0			Inside the lines, | $c: by Earl Derr Biggers and Robert Welles Ritchie, founded on Earl Derr Biggers' play of the same name.		True	Inside the lines
mdp.39015030851433	Biggers, Earl Derr	1884-1933.	1930.0	1930.0	s	1930	    	1930				25517087.0	473227	1	1.0	1.0			The second floor mystery; | photoplay title of The agony column ...		True	The second floor mystery; photoplay title of The agony column
mdp.39015051349085	Blake, Clarice		1930.0	1930.0	s	1930	    	1930			PZ3.B58133Sk	23151730.0	475795	1	1.0	1.0			Sky farm, | $c: by Clarice Blake.		True	Sky farm
mdp.39015051169582	Irwin, Margaret		1930.0	1930.0	s	1930	    	1930				7543306.0	481516	1	1.0	1.0			None So Pretty | $c: [by] Margaret Irwin.		True	None So Pretty
mdp.39015031240909	Irwin, Wallace	1876-1959.	1930.0	1930.0	s	1930	    	1930			PZ3.I738Day	1147101.0	481530	2	2.0	2.0			The days of her life, | a novel.		True	The days of her life, a novel
mdp.39015047634483	Jepson, Selwyn	1899-1989.	1930.0	1930.0	s	1930	    	1920			PZ3.J471I2	1744688.0	482305	1	1.0	1.0			I met murder, | $c: by Selwyn Jepson.		True	I met murder
uc1.$b243793	Jameson, Storm	1897-1972.	1930.0	1930.0	s	1930	    	1930				1139016.0	482343	2	2.0	2.0			The voyage home, | $c: by Storm Jameson.		True	The voyage home
uc1.$b301007	Johnson, Gerald W. (Gerald White)	1890-1980.	1930.0	1930.0	s	1930	    	1930			PZ3.J63213By	3642734.0	482680	2	2.0	2.0			By reason of strength, | $c: by Gerald W. Johnson.		True	By reason of strength
mdp.39015031231163	Deeping, Warwick	1877-1950.	1930.0	1930.0	s	1930	    	1930			PZ3.D361Sor	960987.0	485221	1	2.0	2.0			Stories of love, courage and compassion | $c: [by] Warwick Deeping.		True	Stories of love, courage and compassion
mdp.39015036698838	Miles, Hallie Eustace		1930.0	1930.0	s	1930	    	1930		London|England|Personal narratives, English|World War, 1914-1918		29689164.0	486488	1	1.0	1.0			Untold tales of war-time London; | a personal diary | $c: by Hallie Eustace Miles (Mrs. Eustace Miles)		True	Untold tales of war-time London; a personal diary
mdp.39015023145249	Wise, Jennings C. (Jennings Cropper)	b. 1881.	1930.0	1930.0	s	1930	    	1930		World War, 1914-1918	PZ3.W7537Gr	51683476.0	486963	1	1.0	1.0			The great crusade; | a chronicle of the late war, | $c: by Jennings C. Wise.		True	The great crusade; a chronicle of the late war
uc1.$b581859	Vendel, Henri Joseph	1892-	1930.0	1930.0	s	1930	    	1930		Personal narratives, French|World War, 1914-1918	D640.V45	2938189.0	488270	2	2.0	2.0			Down the red lane, | $c: by Henri Nadel [pseud.] with a preface by Romain Rolland; translated by Blair Taylor.		True	Down the red lane
mdp.39015000630759	Lawrence, D. H. (David Herbert)	1885-1930.	1930.0	1930.0	s	1930	    	1930				18184620.0	537521	2	5.0	4.0			Assorted articles / | $c: By D.H. Lawrence.		True	Assorted articles
mdp.39015000632151	Lawrence, D. H. (David Herbert)	1885-1930.	1930.0	1930.0	s	1930	    	1930			PZ3.L4345Vi	243781.0	538105	1	2.0	2.0			The virgin and the gipsy, | $c: by D. H. Lawrence.		True	The virgin and the gipsy
mdp.39015048889342	Locke, William John	1863-1930.	1930.0	1930.0	s	1930	    	1930			PZ3.L796Sh	1824022.0	538574	1	1.0	1.0			The shorn lamb, | $c: by William J. Locke.		True	The shorn lamb
uc1.$b244746	Macaulay, Rose, Dame		1930.0	1930.0	s	1930	    	1930				288701.0	538772	2	2.0	2.0			Staying with relations.		True	Staying with relations
mdp.39015048880903	Lewisohn, Ludwig	1882-1955.	1930.0	1930.0	s	1930	    	1930			PZ3.L591St	169531.0	538956	3	3.0	3.0			Stephen Escott, by Ludwig Lewisohn.		True	Stephen Escott, by Ludwig Lewisohn
mdp.39015048902806	Mackenzie, Compton, Sir	1883-1972.	1930.0	1930.0	s	1930	    	1930			PZ3.M1974Ap 2	6582972.0	538976	1	2.0	2.0			April fools, | a comedy of bad manners, | $c: by Compton Mackenzie.		True	April fools, a comedy of bad manners
mdp.39015066057152	Lewisohn, Ludwig	1882-1955.	1930.0	1930.0	s	1930	    	1930				169829.0	538981	1	6.0	5.0			The Case of Mr. Crump, | $c: by Ludwig Lewison.		True	The Case of Mr. Crump
mdp.39015053270677	Miller, George Amos, Bishop	1868-	1930.0	1930.0	q	1930	1940	1930		Clergy|Church and social problems|Social life and customs|Correspondence, reminiscences, etc		15064928.0	577680	1	1.0	1.0			Paulino : | a tale of the Philippines / | $c: George A. Miller.		True	Paulino : a tale of the Philippines
mdp.39015001619215	Brody, Catharine		1930.0	1930.0	s	1930	    	1930			PZ3.B7856We	597545.0	582387	1	1.0	1.0			West of Fifth, | $c: by Catharine Brody.		True	West of Fifth
mdp.39015030851060	Bromfield, Louis	1896-1956.	1930.0	1930.0	s	1930	    	1930			PZ3.B7876Tw	311687.0	582519	3	3.0	3.0			Twenty-four hours, | $c: by Louis Bromfield.		True	Twenty-four hours
mdp.39015030850898	Bristow, Gwen	1903-1980.	1930.0	1930.0	s	1930	    	1930			PZ3.B7767In	1545831.0	582875	1	1.0	1.0			The invisible host, | $c: by Gwen Bristow and Bruce Manning.		True	The invisible host
mdp.39015013417277	Buchan, John	1875-1940.	1930.0	1930.0	s	1930	    	1930			PZ3.B851Cas2	938497.0	585836	1	2.0	2.0			Castle Gay, | $c: by John Buchan.		True	Castle Gay
mdp.39015009378178	Kennedy, Margaret	1896-1967.	1930.0	1930.0	s	1930	    	1930			PZ3.K384Fo	494029.0	589585	1	1.0	1.0			"The fool of the family; | containing the story of Sanger's circus from ""The constant nymph"" | $c: [by] Margaret Kennedy."		True	"The fool of the family; containing the story of Sanger's circus from ""The constant nymph"""
uc1.$b243785	Kantor, MacKinlay	1904-1977.	1930.0	1930.0	s	1930	    	1930				5001387.0	589792	2	2.0	2.0			El goes south / | $c: by MacKinley Kantor ...		True	El goes south
mdp.39015014514874	Kitchin, C. H. B. (Clifford Henry Benn)	1895-1967-.	1930.0	1930.0	s	1930	    	1930			PZ3.K6474De2	9314065.0	590247	1	1.0	1.0			Death of my aunt | $c: [by] C. H. B. Kitchin.		True	Death of my aunt
mdp.39015030149051	Chalmers, Stephen	1880-1935.	1930.0	1930.0	s	1930	    	1930				17011406.0	624254	2	2.0	2.0			The crime in car 13 / | $c: by Stephen Chalmers.		True	The crime in car 13
mdp.39015041861686	Carr, John Dickson	1906-1977.	1930.0	1930.0	s	1930	    	1930			PZ3.C2317It	1476299.0	625670	1	1.0	1.0			It walks by night, | by John Dickson Carr.		True	It walks by night, by John Dickson Carr
mdp.39015003943688	Chesterton, G. K. (Gilbert Keith)	1874-1936.	1930.0	1930.0	s	1930	    	1930			PZ3.C4265Fo2	611370.0	626958	1	3.0	2.0			Four faultless felons, | $c: by G. K. Chesterton.		True	Four faultless felons
mdp.39015000634918	Lehmann, Rosamond	1901-1990.	1930.0	1930.0	s	1930	    	1930			PR6023.E42N6 1930b	1278034.0	628710	1	3.0	2.0			A note in music / | $c: by Rosamond Lehmann.		True	A note in music
mdp.39015030756426	Lucas, E. V. (Edward Verrall)	1868-1938.	1930.0	1930.0	s	1930	    	1930			PZ3.L9623Do2	1813473.0	630899	1	1.0	1.0			Down the sky, | an entertainment, | $c: by E. V. Lucas.		True	Down the sky, an entertainment
uc1.$b242662	Marquand, John P. (John Phillips)	1893-1960.	1930.0	1930.0	s	1930	    	1930			PZ3.M34466War	1162582.0	631390	2	2.0	2.0			Warning Hill, | $c: by John P. Marquand.		True	Warning Hill
mdp.39015030706470	Maugham, W. Somerset, (William Somerset)	1874-1965.	1930.0	1930.0	s	1930	    	1930				1557776.0	631616	1	5.0	4.0			Cakes and ale: or, The skeleton in the cupboard | $c: [by] W. Somerset Maugham.		True	Cakes and ale: or, The skeleton in the cupboard
mdp.39015054090363	Mayor, F. M. (Flora Macdonald)	b. 1872.	1930.0	1930.0	s	1930	    	1930		English fiction	PZ3.M4581Re	1332515.0	631850	1	2.0	1.0			The rector's daughter, | a novel, | $c: by F. M. Mayor.		True	The rector's daughter, a novel
uc1.$b301837	Meagher, Maude		1930.0	1930.0	s	1930	    	1930				6801983.0	631904	2	2.0	2.0			White jade, | $c: by Maude Meagher.		True	White jade
mdp.39015001785248	Marquis, Don	1878-1937.	1930.0	1930.0	s	1930	    	1930			PZ3.M3447Of	1211679.0	632591	1	1.0	1.0			Off the arm.		True	Off the arm
mdp.39015008568860	Masefield, John	1878-1967.	1930.0	1930.0	q	1930	1939	"<estimate=""[193-?]"">"				13184265.0	632978	1	3.0	3.0			Eggs and baker, or, The days of trial, | $c: by John Masefield.		True	Eggs and baker, or, The days of trial
mdp.39015031241667	McAllister, Allister	1877-	1930.0	1930.0	s	1930	    	1930			PZ3.M1172Mur	10427673.0	633513	1	1.0	1.0	cop.2		Murder on the bridge, a Colonel Gore case, | $c: by Lynn Brock [pseud.]		True	Murder on the bridge, a Colonel Gore case
mdp.39015067349285	Rankin, Reginald, Sir	1871-	1930.0	1930.0	m	1930	1931	1930-1931				66742284.0	665567	1	1.0	1.0	v.4	4.0	The collected works of Lt. Colonel Sir Reginald Rankin, bt.	Wagner's Nibelungen ring, done into blank verse	True	Wagner's Nibelungen ring, done into blank verse
mdp.39015067349194	Rankin, Reginald, Sir	1871-	1930.0	1930.0	m	1930	1931	1930-1931				66742284.0	665567	1	1.0	1.0	v.8	8.0	The collected works of Lt. Colonel Sir Reginald Rankin, bt.	A thing of shreds and patches	True	A thing of shreds and patches
mdp.39015008724869	Coppard, A. E. (Alfred Edgar)	1878-1957.	1930.0	1930.0	s	1930	    	1930			PZ8.C793Pi	9600515.0	668910	1	1.0	1.0			Pink furniture, | a tale for lovely children with noble natures, | $c: by A. E. Coppard; illustrated by Nancy Bankart Gurney.		True	Pink furniture, a tale for lovely children with noble natures
mdp.39015016444062	Cournos, John	1881-1966.	1930.0	1930.0	s	1930	    	1930			PZ3.C8345Gr	4764431.0	669252	1	1.0	1.0			Grandmother Martin is murdered, | $c: by John Cournos.		True	Grandmother Martin is murdered
miun.acw2842.0001.001	Mitchell, Gladys	1901-1983.	1930.0	1930.0	s	1930	    	1930			PZ3.M69282My	7317600.0	670209	1	1.0	1.0			The mystery of a butcher's shop / | $c: by Gladys Mitchell.		True	The mystery of a butcher's shop
mdp.39015053616689	Mottram, R. H. (Ralph Hale)	1883-1971.	1930.0	1930.0	s	1930	    	1930				270077.0	671338	2	2.0	2.0			Europa's beast, | $c: by R. H. Mottram.		True	Europa's beast
mdp.39015025098750	Mottram, R. H. (Ralph Hale)	1883-1971.	1930.0	1930.0	s	1930	    	1930				708946.0	671562	1	1.0	1.0			The Spanish farm trilogy, 1914-1918.		True	The Spanish farm trilogy, 1914-1918
uc1.$b52641	Powell, Hickman		1930.0	1930.0	s	1930	    	1930			DS647.B2P6	1837263.0	682672	2	2.0	2.0			The last paradise, | $c: by Hickman Powell; illustrations by Alexander King, photographs by André Roosevelt.		True	The last paradise
uc1.$b236116	Cournos, John	1881-1966.	1930.0	1930.0	s	1930	    	1930			PZ3.C8345Wan	28972332.0	692507	3	3.0	3.0			Wandering women ; [The samovar] / | $c: John Cournos.		True	Wandering women ; [The samovar]
mdp.39015030103827	Mann, Klaus	1906-1949.	1930.0	1930.0	s	1930	    	1930			PZ3.M3168Al	1870502.0	700396	1	1.0	1.0			Alexander, | a novel of Utopia | $c: [by] Klaus Mann.		True	Alexander, a novel of Utopia
uc1.b3142972	Manning, Frederic		1930.0	1930.0	s	1930	    	1930		World War, 1914-1918	PZ3.M3206He2	2009730.0	704711	2	3.0	2.0			Her privates, we, | $c: by Private 19022.		True	Her privates, we
mdp.39015031230975	Dahlberg, Edward	1900-1977.	1930.0	1930.0	s	1930	    	1930				8013490.0	769138	1	2.0	1.0			Bottom dogs / | $c: by Edward Dahlberg ; with an introduction by D. H. Lawrence.		True	Bottom dogs
mdp.39015059390610	Case, Robert Ormond		1930.0	1930.0	s	1930	    	1930			PZ3.C2666Yu	8991653.0	778799	1	1.0	1.0			The Yukon drive, | $c: by Robert Ormond Case.		True	The Yukon drive
mdp.39015063550217	Glass, Montague	1877-1934.	1930.0	1930.0	s	1930	    	1930			PZ3.G467U	3381219.0	779566	1	1.0	1.0			You can't learn 'em nothin' / | $c: [by] Montague Glass.		True	You can't learn 'em nothin'
mdp.39015063920410	Kahler, Hugh MacNair	1883-1969.	1930.0	1930.0	s	1930	    	1930			PZ3.K122Fat	1880391.0	779881	1	1.0	1.0			Father means well, | $c: by Hugh MacNair Kahler.		True	Father means well
mdp.39015063928124	Mavity, Nancy Barr	1890-	1930.0	1930.0	s	1930	    	1930			PZ3.M4478Ot	1740223.0	779932	1	1.0	1.0			The other bullet, | $c: by Nancy Barr Mavity.		True	The other bullet
mdp.39015063956364	Seymour, Beatrice Kean (Stapleton) Mrs		1930.0	1930.0	s	1930	    	1930			PZ3.S52Fal 2	2537011.0	780087	1	1.0	1.0			False spring, | $c: by Beatrice Kean Seymour.		True	False spring
mdp.39015063928025	Small, Austin J		1930.0	1930.0	s	1930	    	1930			PZ3.S635My 2	9666500.0	780159	1	1.0	1.0			The Mystery maker, | $c: by Austin J. Small.		True	The Mystery maker
mdp.39015063932431	Hughes, Rupert	1872-1956.	1930.0	1930.0	s	1930	    	1930			PZ3.H8736Lad	13015215.0	780829	1	1.0	1.0			Ladies' man, | $c: by Rupert Hughes.		True	Ladies' man
mdp.39015063918422	Farnol, Jeffery	1878-1952.	1930.0	1930.0	s	1930	    	1930				8640266.0	781069	1	1.0	1.0			The definite object; | a romance of New York, | $c: by Jeffery Farnol; with frontispiece by F. Vaux Wilson.		True	The definite object; a romance of New York
